bigg_id	smiles	mol_weight	xlogp	hbond_acceptor	hbond_donor	tpsa	ring_count	formal_charge
HC02208		0.0	0.0	0	0	0.0	0	0
HC02210		0.0	0.0	0	0	0.0	0	0
HC02214		0.0	0.0	0	0	0.0	0	0
HC02216		0.0	0.0	0	0	0.0	0	0
HC02220		0.0	0.0	0	0	0.0	0	0
HC10784		0.0	0.0	0	0	0.0	0	0
HC10856		0.0	0.0	0	0	0.0	0	0
HC10857		0.0	0.0	0	0	0.0	0	0
HC10858		0.0	0.0	0	0	0.0	0	0
HC10859		0.0	0.0	0	0	0.0	0	0
L		0.0	0.0	0	0	0.0	0	0
L2aadp		0.0	0.0	0	0	0.0	0	0
L2aadp6sa		0.0	0.0	0	0	0.0	0	0
Lcystin		0.0	0.0	0	0	0.0	0	0
Lfmkynr		0.0	0.0	0	0	0.0	0	0
Lkynr		0.0	0.0	0	0	0.0	0	0
Lpipecol		0.0	0.0	0	0	0.0	0	0
M00004		0.0	0.0	0	0	0.0	0	0
M00006		0.0	0.0	0	0	0.0	0	0
M00011		0.0	0.0	0	0	0.0	0	0
M00012		0.0	0.0	0	0	0.0	0	0
M00018		0.0	0.0	0	0	0.0	0	0
M00020		0.0	0.0	0	0	0.0	0	0
M00022		0.0	0.0	0	0	0.0	0	0
M00023		0.0	0.0	0	0	0.0	0	0
M00044		0.0	0.0	0	0	0.0	0	0
M00046		0.0	0.0	0	0	0.0	0	0
M00048		0.0	0.0	0	0	0.0	0	0
M00049		0.0	0.0	0	0	0.0	0	0
M00054		0.0	0.0	0	0	0.0	0	0
M00056		0.0	0.0	0	0	0.0	0	0
M00061		0.0	0.0	0	0	0.0	0	0
M00063		0.0	0.0	0	0	0.0	0	0
M00067		0.0	0.0	0	0	0.0	0	0
M00069		0.0	0.0	0	0	0.0	0	0
M00071		0.0	0.0	0	0	0.0	0	0
M00085		0.0	0.0	0	0	0.0	0	0
M00086		0.0	0.0	0	0	0.0	0	0
M00100		0.0	0.0	0	0	0.0	0	0
M00101		0.0	0.0	0	0	0.0	0	0
M00116		0.0	0.0	0	0	0.0	0	0
M00122		0.0	0.0	0	0	0.0	0	0
M00123		0.0	0.0	0	0	0.0	0	0
M00170		0.0	0.0	0	0	0.0	0	0
M00172		0.0	0.0	0	0	0.0	0	0
M00213		0.0	0.0	0	0	0.0	0	0
M00234		0.0	0.0	0	0	0.0	0	0
M00241		0.0	0.0	0	0	0.0	0	0
M00261		0.0	0.0	0	0	0.0	0	0
M00265		0.0	0.0	0	0	0.0	0	0
M00342		0.0	0.0	0	0	0.0	0	0
M00343		0.0	0.0	0	0	0.0	0	0
M00503		0.0	0.0	0	0	0.0	0	0
M00510		0.0	0.0	0	0	0.0	0	0
M00615		0.0	0.0	0	0	0.0	0	0
M00699		0.0	0.0	0	0	0.0	0	0
M00702		0.0	0.0	0	0	0.0	0	0
M00704		0.0	0.0	0	0	0.0	0	0
M00707		0.0	0.0	0	0	0.0	0	0
M00712		0.0	0.0	0	0	0.0	0	0
M00715		0.0	0.0	0	0	0.0	0	0
M00742		0.0	0.0	0	0	0.0	0	0
M00743		0.0	0.0	0	0	0.0	0	0
M00778		0.0	0.0	0	0	0.0	0	0
M00780		0.0	0.0	0	0	0.0	0	0
M00782		0.0	0.0	0	0	0.0	0	0
M00783		0.0	0.0	0	0	0.0	0	0
M00790		0.0	0.0	0	0	0.0	0	0
M00792		0.0	0.0	0	0	0.0	0	0
M00795		0.0	0.0	0	0	0.0	0	0
M00797		0.0	0.0	0	0	0.0	0	0
M00802		0.0	0.0	0	0	0.0	0	0
M00804		0.0	0.0	0	0	0.0	0	0
M00806		0.0	0.0	0	0	0.0	0	0
M00839		0.0	0.0	0	0	0.0	0	0
M00841		0.0	0.0	0	0	0.0	0	0
M00843		0.0	0.0	0	0	0.0	0	0
M00849		0.0	0.0	0	0	0.0	0	0
M00852		0.0	0.0	0	0	0.0	0	0
M00860		0.0	0.0	0	0	0.0	0	0
M00862		0.0	0.0	0	0	0.0	0	0
M00869		0.0	0.0	0	0	0.0	0	0
M00871		0.0	0.0	0	0	0.0	0	0
M00873		0.0	0.0	0	0	0.0	0	0
M00875		0.0	0.0	0	0	0.0	0	0
M00877		0.0	0.0	0	0	0.0	0	0
M00879		0.0	0.0	0	0	0.0	0	0
M00885		0.0	0.0	0	0	0.0	0	0
M00887		0.0	0.0	0	0	0.0	0	0
M00889		0.0	0.0	0	0	0.0	0	0
M00897		0.0	0.0	0	0	0.0	0	0
M00899		0.0	0.0	0	0	0.0	0	0
M00907		0.0	0.0	0	0	0.0	0	0
M00909		0.0	0.0	0	0	0.0	0	0
M00911		0.0	0.0	0	0	0.0	0	0
M00954		0.0	0.0	0	0	0.0	0	0
M00955		0.0	0.0	0	0	0.0	0	0
M00956		0.0	0.0	0	0	0.0	0	0
M00957		0.0	0.0	0	0	0.0	0	0
M00958		0.0	0.0	0	0	0.0	0	0
M00959		0.0	0.0	0	0	0.0	0	0
M00961		0.0	0.0	0	0	0.0	0	0
M00962		0.0	0.0	0	0	0.0	0	0
M00963		0.0	0.0	0	0	0.0	0	0
M00966		0.0	0.0	0	0	0.0	0	0
M00967		0.0	0.0	0	0	0.0	0	0
M00976		0.0	0.0	0	0	0.0	0	0
M01082		0.0	0.0	0	0	0.0	0	0
M01111		0.0	0.0	0	0	0.0	0	0
M01141		0.0	0.0	0	0	0.0	0	0
M01191		0.0	0.0	0	0	0.0	0	0
M01236		0.0	0.0	0	0	0.0	0	0
M01237		0.0	0.0	0	0	0.0	0	0
M01455		0.0	0.0	0	0	0.0	0	0
M01460		0.0	0.0	0	0	0.0	0	0
M01463		0.0	0.0	0	0	0.0	0	0
M01465		0.0	0.0	0	0	0.0	0	0
M01467		0.0	0.0	0	0	0.0	0	0
M01469		0.0	0.0	0	0	0.0	0	0
M01470		0.0	0.0	0	0	0.0	0	0
M01472		0.0	0.0	0	0	0.0	0	0
M01473		0.0	0.0	0	0	0.0	0	0
M01474		0.0	0.0	0	0	0.0	0	0
M01477		0.0	0.0	0	0	0.0	0	0
M01479		0.0	0.0	0	0	0.0	0	0
M01480		0.0	0.0	0	0	0.0	0	0
M01482		0.0	0.0	0	0	0.0	0	0
M01483		0.0	0.0	0	0	0.0	0	0
M01484		0.0	0.0	0	0	0.0	0	0
M01485		0.0	0.0	0	0	0.0	0	0
M01486		0.0	0.0	0	0	0.0	0	0
M01489		0.0	0.0	0	0	0.0	0	0
M01494		0.0	0.0	0	0	0.0	0	0
M01496		0.0	0.0	0	0	0.0	0	0
M01497		0.0	0.0	0	0	0.0	0	0
M01508		0.0	0.0	0	0	0.0	0	0
M01509		0.0	0.0	0	0	0.0	0	0
M01510		0.0	0.0	0	0	0.0	0	0
M01573		0.0	0.0	0	0	0.0	0	0
M01726		0.0	0.0	0	0	0.0	0	0
M01727		0.0	0.0	0	0	0.0	0	0
M01770		0.0	0.0	0	0	0.0	0	0
M01775		0.0	0.0	0	0	0.0	0	0
M01776		0.0	0.0	0	0	0.0	0	0
M01777		0.0	0.0	0	0	0.0	0	0
M01807		0.0	0.0	0	0	0.0	0	0
M01820		0.0	0.0	0	0	0.0	0	0
M01869		0.0	0.0	0	0	0.0	0	0
M01870		0.0	0.0	0	0	0.0	0	0
M01871		0.0	0.0	0	0	0.0	0	0
M01872		0.0	0.0	0	0	0.0	0	0
M01881		0.0	0.0	0	0	0.0	0	0
M02012		0.0	0.0	0	0	0.0	0	0
M02013		0.0	0.0	0	0	0.0	0	0
M02051		0.0	0.0	0	0	0.0	0	0
M02102		0.0	0.0	0	0	0.0	0	0
M02103		0.0	0.0	0	0	0.0	0	0
M02107		0.0	0.0	0	0	0.0	0	0
M02112		0.0	0.0	0	0	0.0	0	0
M02186		0.0	0.0	0	0	0.0	0	0
M02195		0.0	0.0	0	0	0.0	0	0
M02197		0.0	0.0	0	0	0.0	0	0
M02491		0.0	0.0	0	0	0.0	0	0
M02560		0.0	0.0	0	0	0.0	0	0
M02561		0.0	0.0	0	0	0.0	0	0
M02616		0.0	0.0	0	0	0.0	0	0
M02638		0.0	0.0	0	0	0.0	0	0
M02683		0.0	0.0	0	0	0.0	0	0
M02686		0.0	0.0	0	0	0.0	0	0
M02909		0.0	0.0	0	0	0.0	0	0
M02976		0.0	0.0	0	0	0.0	0	0
M03008		0.0	0.0	0	0	0.0	0	0
M03011		0.0	0.0	0	0	0.0	0	0
M03017		0.0	0.0	0	0	0.0	0	0
M03019		0.0	0.0	0	0	0.0	0	0
M03022		0.0	0.0	0	0	0.0	0	0
Ndmelys		0.0	0.0	0	0	0.0	0	0
Ntmelys		0.0	0.0	0	0	0.0	0	0
R2coa		0.0	0.0	0	0	0.0	0	0
Rtotal		0.0	0.0	0	0	0.0	0	0
Rtotal2		0.0	0.0	0	0	0.0	0	0
Rtotal2coa		0.0	0.0	0	0	0.0	0	0
Rtotal3		0.0	0.0	0	0	0.0	0	0
Rtotal3coa		0.0	0.0	0	0	0.0	0	0
Rtotal3crn		0.0	0.0	0	0	0.0	0	0
Rtotalcoa		0.0	0.0	0	0	0.0	0	0
Ser_Gly_Ala_X		0.0	0.0	0	0	0.0	0	0
Ssq23epx		0.0	0.0	0	0	0.0	0	0
T		0.0	0.0	0	0	0.0	0	0
T4hcinnm		0.0	0.0	0	0	0.0	0	0
Tn		0.0	0.0	0	0	0.0	0	0
abt		0.0	0.0	0	0	0.0	0	0
acgagbside		0.0	0.0	0	0	0.0	0	0
acgalfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgalfucgalacgalfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgalfucgalacgalfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgalfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgalfucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgbgbside		0.0	0.0	0	0	0.0	0	0
acglc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acglcgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acglcgalgbside		0.0	0.0	0	0	0.0	0	0
acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acgpail		0.0	0.0	0	0	0.0	0	0
achom		0.0	0.0	0	0	0.0	0	0
acile		0.0	0.0	0	0	0.0	0	0
acleu		0.0	0.0	0	0	0.0	0	0
acmpglut		0.0	0.0	0	0	0.0	0	0
acn13acngalgbside		0.0	0.0	0	0	0.0	0	0
acn23acngalgbside		0.0	0.0	0	0	0.0	0	0
acnacngal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acnacngalgbside		0.0	0.0	0	0	0.0	0	0
acngal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acngalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
acngalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
acngalgbside		0.0	0.0	0	0	0.0	0	0
acrn		0.0	0.0	0	0	0.0	0	0
acthr		0.0	0.0	0	0	0.0	0	0
adpac		0.0	0.0	0	0	0.0	0	0
adpcoa		0.0	0.0	0	0	0.0	0	0
adpman		0.0	0.0	0	0	0.0	0	0
adprib		0.0	0.0	0	0	0.0	0	0
aflatoxin		0.0	0.0	0	0	0.0	0	0
ak2lgchol		0.0	0.0	0	0	0.0	0	0
ala		0.0	0.0	0	0	0.0	0	0
alalysthr		0.0	0.0	0	0	0.0	0	0
aldstrn		0.0	0.0	0	0	0.0	0	0
alpa		0.0	0.0	0	0	0.0	0	0
alpam		0.0	0.0	0	0	0.0	0	0
alpro		0.0	0.0	0	0	0.0	0	0
am19cs		0.0	0.0	0	0	0.0	0	0
am1a4ncs		0.0	0.0	0	0	0.0	0	0
am1accs		0.0	0.0	0	0	0.0	0	0
am1acs		0.0	0.0	0	0	0.0	0	0
am1alcs		0.0	0.0	0	0	0.0	0	0
am1c4n9cs		0.0	0.0	0	0	0.0	0	0
am1c9cs		0.0	0.0	0	0	0.0	0	0
am1ccs		0.0	0.0	0	0	0.0	0	0
am1cglc		0.0	0.0	0	0	0.0	0	0
am1csa		0.0	0.0	0	0	0.0	0	0
am4n9cs		0.0	0.0	0	0	0.0	0	0
am4ncs		0.0	0.0	0	0	0.0	0	0
am9csa		0.0	0.0	0	0	0.0	0	0
andrstrn		0.0	0.0	0	0	0.0	0	0
apoC		0.0	0.0	0	0	0.0	0	0
apoC_Lys		0.0	0.0	0	0	0.0	0	0
aprut		0.0	0.0	0	0	0.0	0	0
arab		0.0	0.0	0	0	0.0	0	0
arachdcrn		0.0	0.0	0	0	0.0	0	0
argalaphe		0.0	0.0	0	0	0.0	0	0
argargmet		0.0	0.0	0	0	0.0	0	0
argcysgly		0.0	0.0	0	0	0.0	0	0
argcysser		0.0	0.0	0	0	0.0	0	0
arggluglu		0.0	0.0	0	0	0.0	0	0
arglysasp		0.0	0.0	0	0	0.0	0	0
argphearg		0.0	0.0	0	0	0.0	0	0
argtyrval		0.0	0.0	0	0	0.0	0	0
ascb		0.0	0.0	0	0	0.0	0	0
asnpheasp		0.0	0.0	0	0	0.0	0	0
aspasnglu		0.0	0.0	0	0	0.0	0	0
asplysglu		0.0	0.0	0	0	0.0	0	0
aspmetasp		0.0	0.0	0	0	0.0	0	0
atvacylgluc		0.0	0.0	0	0	0.0	0	0
atvethgluc		0.0	0.0	0	0	0.0	0	0
atvlacgluc		0.0	0.0	0	0	0.0	0	0
band		0.0	0.0	0	0	0.0	0	0
bandmt		0.0	0.0	0	0	0.0	0	0
bilirub		0.0	0.0	0	0	0.0	0	0
biliverd		0.0	0.0	0	0	0.0	0	0
biocyt		0.0	0.0	0	0	0.0	0	0
btamp		0.0	0.0	0	0	0.0	0	0
but		0.0	0.0	0	0	0.0	0	0
c101coa		0.0	0.0	0	0	0.0	0	0
c101crn		0.0	0.0	0	0	0.0	0	0
c10crn		0.0	0.0	0	0	0.0	0	0
c10dc		0.0	0.0	0	0	0.0	0	0
c12dc		0.0	0.0	0	0	0.0	0	0
c12dccoa		0.0	0.0	0	0	0.0	0	0
c14dccoa		0.0	0.0	0	0	0.0	0	0
c3dc		0.0	0.0	0	0	0.0	0	0
c4crn		0.0	0.0	0	0	0.0	0	0
c4dc		0.0	0.0	0	0	0.0	0	0
c51crn		0.0	0.0	0	0	0.0	0	0
c5dc		0.0	0.0	0	0	0.0	0	0
c6dc		0.0	0.0	0	0	0.0	0	0
c81coa		0.0	0.0	0	0	0.0	0	0
c81crn		0.0	0.0	0	0	0.0	0	0
c8crn		0.0	0.0	0	0	0.0	0	0
c8dc		0.0	0.0	0	0	0.0	0	0
ca24g		0.0	0.0	0	0	0.0	0	0
caribup		0.0	0.0	0	0	0.0	0	0
caribupglu		0.0	0.0	0	0	0.0	0	0
cbl2		0.0	0.0	0	0	0.0	0	0
cdca24g		0.0	0.0	0	0	0.0	0	0
cdca3g		0.0	0.0	0	0	0.0	0	0
cdpchol		0.0	0.0	0	0	0.0	0	0
cdpdag		0.0	0.0	0	0	0.0	0	0
cdpea		0.0	0.0	0	0	0.0	0	0
cgly		0.0	0.0	0	0	0.0	0	0
chol		0.0	0.0	0	0	0.0	0	0
cholp		0.0	0.0	0	0	0.0	0	0
chsterol		0.0	0.0	0	0	0.0	0	0
chtn		0.0	0.0	0	0	0.0	0	0
citmcoa		0.0	0.0	0	0	0.0	0	0
clpn		0.0	0.0	0	0	0.0	0	0
cmusa		0.0	0.0	0	0	0.0	0	0
core2		0.0	0.0	0	0	0.0	0	0
core3		0.0	0.0	0	0	0.0	0	0
core4		0.0	0.0	0	0	0.0	0	0
core5		0.0	0.0	0	0	0.0	0	0
core6		0.0	0.0	0	0	0.0	0	0
core7		0.0	0.0	0	0	0.0	0	0
core8		0.0	0.0	0	0	0.0	0	0
cortsn		0.0	0.0	0	0	0.0	0	0
coucoa		0.0	0.0	0	0	0.0	0	0
creat		0.0	0.0	0	0	0.0	0	0
crm		0.0	0.0	0	0	0.0	0	0
crmp		0.0	0.0	0	0	0.0	0	0
crtsl		0.0	0.0	0	0	0.0	0	0
crvnc		0.0	0.0	0	0	0.0	0	0
crvsm1		0.0	0.0	0	0	0.0	0	0
crvsm22		0.0	0.0	0	0	0.0	0	0
crvsm23		0.0	0.0	0	0	0.0	0	0
crvsm24		0.0	0.0	0	0	0.0	0	0
crvsm31		0.0	0.0	0	0	0.0	0	0
cs_a		0.0	0.0	0	0	0.0	0	0
cs_a_b		0.0	0.0	0	0	0.0	0	0
cs_a_b_e		0.0	0.0	0	0	0.0	0	0
cs_b		0.0	0.0	0	0	0.0	0	0
cs_c		0.0	0.0	0	0	0.0	0	0
cs_c_d_e		0.0	0.0	0	0	0.0	0	0
cs_d		0.0	0.0	0	0	0.0	0	0
cs_e		0.0	0.0	0	0	0.0	0	0
cs_hs		0.0	0.0	0	0	0.0	0	0
csasulp		0.0	0.0	0	0	0.0	0	0
cspg		0.0	0.0	0	0	0.0	0	0
ctdecdcoa		0.0	0.0	0	0	0.0	0	0
cvm1gluc		0.0	0.0	0	0	0.0	0	0
cvm23gluc		0.0	0.0	0	0	0.0	0	0
cysacmp		0.0	0.0	0	0	0.0	0	0
cysam		0.0	0.0	0	0	0.0	0	0
cysasnmet		0.0	0.0	0	0	0.0	0	0
cysaspphe		0.0	0.0	0	0	0.0	0	0
cyscys		0.0	0.0	0	0	0.0	0	0
cysglnmet		0.0	0.0	0	0	0.0	0	0
cysgluhis		0.0	0.0	0	0	0.0	0	0
cysglutrp		0.0	0.0	0	0	0.0	0	0
cysleuthr		0.0	0.0	0	0	0.0	0	0
cyssermet		0.0	0.0	0	0	0.0	0	0
cyst		0.0	0.0	0	0	0.0	0	0
cystyrasn		0.0	0.0	0	0	0.0	0	0
dad		0.0	0.0	0	0	0.0	0	0
dag		0.0	0.0	0	0	0.0	0	0
dca24g		0.0	0.0	0	0	0.0	0	0
dca3g		0.0	0.0	0	0	0.0	0	0
dcsptn1		0.0	0.0	0	0	0.0	0	0
dd3coa		0.0	0.0	0	0	0.0	0	0
dd5ecoa		0.0	0.0	0	0	0.0	0	0
ddca		0.0	0.0	0	0	0.0	0	0
ddeccrn		0.0	0.0	0	0	0.0	0	0
ddece1crn		0.0	0.0	0	0	0.0	0	0
dec24dicoa		0.0	0.0	0	0	0.0	0	0
dec47dicoa		0.0	0.0	0	0	0.0	0	0
decdicoa		0.0	0.0	0	0	0.0	0	0
dece3coa		0.0	0.0	0	0	0.0	0	0
dece4coa		0.0	0.0	0	0	0.0	0	0
dectricoa		0.0	0.0	0	0	0.0	0	0
dedol		0.0	0.0	0	0	0.0	0	0
dedolp		0.0	0.0	0	0	0.0	0	0
dem2emgacpail_prot		0.0	0.0	0	0	0.0	0	0
deoxfvs		0.0	0.0	0	0	0.0	0	0
desfvs		0.0	0.0	0	0	0.0	0	0
dgpi_prot		0.0	0.0	0	0	0.0	0	0
dhcrm		0.0	0.0	0	0	0.0	0	0
dhglz		0.0	0.0	0	0	0.0	0	0
dhlam		0.0	0.0	0	0	0.0	0	0
dhlpro		0.0	0.0	0	0	0.0	0	0
dhor		0.0	0.0	0	0	0.0	0	0
didecaeth		0.0	0.0	0	0	0.0	0	0
digalsgalside		0.0	0.0	0	0	0.0	0	0
digalside		0.0	0.0	0	0	0.0	0	0
dlnlcg		0.0	0.0	0	0	0.0	0	0
dlnlcgcoa		0.0	0.0	0	0	0.0	0	0
dlnlcgcrn		0.0	0.0	0	0	0.0	0	0
dmantipyrine		0.0	0.0	0	0	0.0	0	0
dmnoncoa		0.0	0.0	0	0	0.0	0	0
doco13ac		0.0	0.0	0	0	0.0	0	0
doco13ecoa		0.0	0.0	0	0	0.0	0	0
docohepcoa		0.0	0.0	0	0	0.0	0	0
docohexcoa		0.0	0.0	0	0	0.0	0	0
docosac		0.0	0.0	0	0	0.0	0	0
docosahexcoa		0.0	0.0	0	0	0.0	0	0
docteteth		0.0	0.0	0	0	0.0	0	0
dolichol		0.0	0.0	0	0	0.0	0	0
dolmanp		0.0	0.0	0	0	0.0	0	0
dolp		0.0	0.0	0	0	0.0	0	0
dopa3glcur		0.0	0.0	0	0	0.0	0	0
dsT		0.0	0.0	0	0	0.0	0	0
dsmsterol		0.0	0.0	0	0	0.0	0	0
dspvs		0.0	0.0	0	0	0.0	0	0
dxtrn		0.0	0.0	0	0	0.0	0	0
e4hglu		0.0	0.0	0	0	0.0	0	0
eaflatoxin		0.0	0.0	0	0	0.0	0	0
ebastineoh		0.0	0.0	0	0	0.0	0	0
ei11ecoa		0.0	0.0	0	0	0.0	0	0
eic21114tr		0.0	0.0	0	0	0.0	0	0
eicostetcrn		0.0	0.0	0	0	0.0	0	0
eipencoa		0.0	0.0	0	0	0.0	0	0
eitetcoa		0.0	0.0	0	0	0.0	0	0
em2emgacpail		0.0	0.0	0	0	0.0	0	0
em2emgacpail_prot		0.0	0.0	0	0	0.0	0	0
em3gacpail		0.0	0.0	0	0	0.0	0	0
emem2gacpail		0.0	0.0	0	0	0.0	0	0
emgacpail		0.0	0.0	0	0	0.0	0	0
epoxtac		0.0	0.0	0	0	0.0	0	0
estroneglc		0.0	0.0	0	0	0.0	0	0
etfox		0.0	0.0	0	0	0.0	0	0
etfrd		0.0	0.0	0	0	0.0	0	0
f26bp		0.0	0.0	0	0	0.0	0	0
fe2		0.0	0.0	0	0	0.0	0	0
ficytC		0.0	0.0	0	0	0.0	0	0
focytC		0.0	0.0	0	0	0.0	0	0
fuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fuc132galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fuc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fuc14galacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fuc1p		0.0	0.0	0	0	0.0	0	0
fucacgalfucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucacngal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucacngalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfuc132galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucfucgalacglc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucgalacglc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucgalacglcgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucfucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalacgalfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalacgalfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalacglc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalfucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
fucgalgbside		0.0	0.0	0	0	0.0	0	0
fvscoa		0.0	0.0	0	0	0.0	0	0
fvsgluc		0.0	0.0	0	0	0.0	0	0
